856:6,364,486,70,138,162,301,1405,62,1140
857:302,84,8,518,76,542,650,15,861,101
874:302,518,58,787,84,364,508,76,29,301
891:17,302,654,76,616,58,8,84,29,650
899:17,616,302,654,8,58,518,542,84,15
900:2447,5598,3829,8209,398,14964,13388,24211,6289,17
911:76,302,564,654,16701,616,542,8,58,20416
918:17,302,654,616,58,8,542,518,84,15
925:17,302,654,616,58,84,8,6,564,76
926:302,58,542,8,84,518,650,6,76,564
937:518,616,302,654,58,542,564,245,76,32
964:2403,17,3207,518,353,94,970,8,947,65
970:14636,2656,8,9093,4300,4613,84,50946,2251,32906
977:17,518,650,15,29,61,364,554,787,322
981:1002,4513,245,710,3618,1410,1744,17,4268,1340
982:17,2162,84,302,1119,354,875,616,70,245
984:17,616,654,58,15,542,245,8,76,32
992:17,508,245,302,654,616,8,58,76,564
993:654,616,58,84,518,76,29,1102,564,542
998:17,302,616,654,58,542,84,15,650,564
1000:17,58,542,8,518,84,61,902,29,70
1007:17,654,8,29,542,84,518,564,15,1196
1027:168,1400,661,1326,574,801,8733,1528,2318,5557
1028:17,302,616,58,518,542,15,61,650,29
1044:17,654,302,616,58,84,8,29,518,542
1045:17,58,542,8,518,84,564,650,76,61
1049:76,17,564,81,616,542,245,61,238,508
1068:1002,441,8928,4513,6315,3506,1256,17,245,2028
1069:654,8,84,518,542,29,76,564,32,736
1070:17,616,58,542,518,15,84,32,564,650
1082:84,518,542,101,650,15,1102,6,32,61
1088:17,616,8,302,654,58,542,564,245,84
1094:616,58,61,508,29,70,32,787,736,301
1116:302,654,76,58,616,564,542,29,61,84
1121:17,654,616,58,84,29,650,564,224,542
1125:302,616,654,58,542,84,61,564,32,76
1127:17,8,302,616,654,58,518,542,84,15
1132:17,302,654,58,15,650,542,8,76,70
1133:15,8,518,76,508,650,61,32,354,1023
1140:616,302,58,542,8,29,15,518,76,564
1141:17,5512,787,327,14259,931,103,302,101,8
1148:17,302,76,650,8,654,508,616,70,564
1153:17,616,654,58,542,518,564,76,650,29
1166:17,616,518,8,654,15,103,32,564,61
1172:17,616,302,654,58,518,15,8,65,76
1192:17,302,616,58,542,8,650,518,29,564
1204:17,654,302,616,58,61,15,542,29,84
1208:17,302,616,654,58,650,8,861,15,29
1209:17,168,76,661,719,654,5480,302,616,564
1234:168,719,984,1400,574,2103,8860,9874,661,5480
1236:17,1987,654,58,76,61,29,616,32,84
1245:302,616,654,8,84,58,518,542,1187,76
1263:17,302,58,542,84,8,650,518,76,564
1267:13293,114483,41831,1204,616,654,58,302,542,8
1269:4755,1352,3107,2880,189,6434,1712,12990,8848,5624
1288:1017,67016,692,654,398,138,780,17,302,616
1295:616,542,15,518,564,861,61,76,32,101
1296:17,654,58,29,650,84,8,76,542,518
1302:17,302,654,616,542,15,8,650,29,518
1305:17,302,58,542,8,84,518,29,15,650
1342:84,518,656,2880,2026,39096,72675,226,1126,2031
1382:17,302,616,654,8,84,518,58,564,508
1389:1305,75115,4245,40853,61636
1391:26376,32,17,238,787,70,76,354,224,226
1397:81,986,226,1749,140,70,2967,3819,2379,1884
1402:616,302,58,8,84,518,564,650,76,61
1407:17,302,654,76,616,58,8,866,84,29
1408:17,302,616,654,518,84,542,58,245,564
1409:616,8,542,101,564,138,15,61,354,508
1412:17,654,58,302,616,84,542,518,1102,354
1413:542,15,32,101,6,861,289,322,285,162
1418:654,542,15,76,564,650,61,289,32,736
1419:4755,4825,3172,378,1712,6434,12990,76,508,7880
1420:302,654,616,58,8,29,518,542,354,564
1427:17,518,8,15,564,61,84,29,245,1196
1430:24893,17,654,302,58,518,8,1102,542,1196
1431:654,58,616,542,84,8,518,76,564,15
1435:616,302,58,61,84,29,76,564,364,101
1437:17,698,70,76,616,542,302,58,81,564
1441:17,8,224,354,226,508,245,94,182,931
1447:17,518,616,302,654,8,15,58,564,542
1448:17,245,542,81,654,508,8,518,58,1109
1457:17,15,302,542,616,58,654,322,650,285
1458:17,616,15,302,58,402,84,508,76,650
1469:302,616,58,542,518,76,564,84,61,861
1477:17,616,302,654,518,245,542,58,84,76
1486:168,76,719,984,226,564,5480,1326,1460,6097
1490:17,616,302,654,58,76,8,542,518,650
1491:616,302,654,58,542,76,564,518,8,650
1500:302,58,518,15,245,84,61,32,564,76
1503:654,58,616,8,542,650,76,15,289,564
1518:8,17,84,616,302,518,76,508,650,542
1535:302,654,58,236,542,650,29,84,15,1196
1551:616,8,542,15,650,518,61,354,32,70
1552:19245,29723,70,17,302,654,76,29,650,81
1553:17,654,302,58,518,616,542,8,76,656
1559:654,302,616,29,15,84,650,8,518,76
1560:17,518,302,58,15,61,564,103,364,84
1561:17,616,58,542,518,15,61,76,84,245
1562:654,616,8,29,518,542,564,650,15,70
1569:986,81,226,22,3756,698,4048,2967,5767,500
1570:17,616,302,654,84,58,8,518,101,787
1588:84,17,302,654,76,616,58,8,866,29
1589:654,616,58,8,518,15,42489,84,542,650
1601:17,302,616,654,58,1119,899,518,15,76
1602:17,616,518,8,302,654,15,58,32,508
1629:17,616,302,654,8,518,58,15,61,84
1634:2265,6901,76,17,2901,302,616,650,70,138
1642:302,654,58,8,542,518,564,32,650,245
1653:17,616,654,302,58,8,542,84,101,564
1654:302,8,542,29,84,518,650,564,101,32
1655:654,8,542,29,15,76,650,138,289,354
1668:616,15,650,8,29,518,564,84,861,76
1681:17,616,58,518,8,542,84,61,15,245
1703:654,302,518,616,32,84,1119,58,508,15
1721:15,17,302,58,616,289,654,245,354,101
1727:17,616,58,654,302,861,564,542,29,84
1728:302,616,58,84,542,61,8,15,6,354
1745:17,8,654,616,302,245,58,518,76,84
1746:17,616,654,302,58,542,8,650,15,518
1751:8,84,32771,24428,518,327,302,616,101,654
1756:1733,8,245,2076,4919,542,15,999,303,803
1758:17,302,616,654,58,8,542,650,518,76
1761:25716,70,2139,302,301,361,245,402,542,81
1767:616,58,8,84,518,15,542,76,61,70
1780:731,140,9354,1772,10503,64,3041,13960,10404,67574
1783:17,302,58,8,518,650,84,542,29,15
1787:616,518,564,15,29,101,32,61,1196,76
1788:17,302,508,654,616,8,780,58,542,650
1794:17,616,654,302,58,15,518,8,564,245
1796:654,542,8,15,29,84,650,61,861,32
1803:17,302,616,654,58,8,542,518,29,564
1820:1352,2880,10041,17,189,1712,23191,6434,508,12990
1821:17,616,518,654,542,15,8,58,61,364
1822:17,654,302,616,58,8,518,29,61,32
1823:17,84,650,542,15,76,6,564,61,289
1840:616,542,650,564,61,861,902,364,354,508
1841:984,8860,463,801,2103,5480,3211,8733,1400,1124
1842:17,58,302,616,8,84,542,29,518,6
1850:17,616,654,58,302,29,285,162,542,564
1853:17,15,302,654,508,21757,31201,52124,25442,22755
1854:17,654,302,542,8,84,76,564,32,650
1862:302,616,7926,1011,542,8427,15,11590,4671,13998
1880:17,875,84,1119,302,354,654,8,518,245
1883:302,654,58,8,518,542,76,32,61,650
1890:654,302,616,8,58,3448,518,650,84,564
1891:17,302,616,654,58,29,179,238,8,650
1893:616,654,302,58,15,61,29,76,84,364
1894:654,616,58,8,542,564,15,508,518,61
1911:29727,5466
1912:17,302,8,654,616,58,518,650,84,76
1913:17,302,616,654,58,8,5662,861,84,542
1930:2548,197,5111,8069,7160,5627,24752,27094,465,4755
1932:64,17,9354,76,654,616,2139,81,302,58
1950:542,15,61,32,861,508,364,1196,301,245
1951:17,302,654,616,58,8,84,29,81,70
1952:17,616,542,8,84,15,76,861,162,518
2005:302,542,15,518,650,564,61,76,29,32
2025:17,302,654,76,616,58,8,866,84,29
2030:17,654,302,58,616,15,542,650,564,8
2034:6186,9914,57937,22904,17,302,654,76,616,58
2038:12222,17,654,302,58,616,84,542,8,15
2046:27296,13889,10492,11199,91537,9289,6503,8,17,3672
2058:12597,17944,564,285,322,62,1410,4268,1549,2193
2068:17,245,616,654,302,15,8,542,58,1405
2070:13580,84,245,2076,4919,542,15,303,803,54155
2071:302,616,518,58,70,508,76,650,61,364
2072:302,654,518,616,542,58,354,245,1102,15
2074:5975,10180,4671,11468,7926,13998,1011,533,76,603
2075:302,654,542,8,15,84,61,76,245,508
2077:17,654,616,58,518,245,15,650,76,564
2080:17,654,58,518,542,15,650,564,29,1196
2085:17,542,654,616,302,518,58,8,84,899
2097:616,302,654,58,564,15,84,364,508,32
2112:17,1400,76,5480,654,984,302,463,1326,564
2115:17,616,302,654,8,58,542,564,15,76
2116:17,616,302,8,654,1187,58,542,224,76
2123:17,654,616,899,8,58,518,48,76,29
2135:17,302,616,15,654,58,8,245,32,564
2141:81,138,17,70,564,542,354,508,301,899
2147:12673,6059,17030,23833,12462,35619,42335,728,109031,10987
2154:719,8860,5480,661,1326,463,2103,17,801,1528
2160:17,302,15,8,554,518,61,650,861,84
2162:7118,719,5480,1400,1528,760,574,10267,463,2103
2170:17,302,58,542,8,15,564,650,518,76
2177:17,224,302,29,162,654,616,650,81,378
2184:14965,32619,16996,58,616,542,84,8,6,518
2185:17,302,616,654,564,8,76,58,542,518
2211:17,616,302,1539,508,654,1382,8,44601,58
2223:17,81,518,70,564,58,2139,542,301,361
2243:17,245,616,654,302,15,518,58,8,508
2244:17,616,302,654,58,8,518,542,84,564
2247:302,654,12575,11447,58,616,40390,3249,84,20628
2250:353,1951,2194,6191,38737,1064,3205,36231,49715,23527
2253:17,226,70,986,76,616,508,302,58,654
2261:616,654,302,58,542,15,32,76,61,650
2290:542,29,650,15,518,61,32,285,6,224
2291:17,616,542,29,15,8,76,84,518,32
2293:17,616,84,302,58,656,508,76,654,15
2301:17,302,654,616,8,84,224,354,1102,899
2302:16229,245,39395,353,774,1524,33882,17,8,2200
2304:76,719,17,984,661,564,1528,5480,574,1326
2318:654,15,84,564,76,61,29,101,245,289
2325:8,84,302,654,616,58,899,245,76,65
2335:17,302,654,616,8,15,542,84,518,245
2343:17
2346:17,302,654,76,616,58,8,866,84,29
2347:2186,7728,100785
2348:17,302,654,616,58,542,8,15,84,76
2363:17,616,302,650,8,542,29,76,518,84
2364:302,616,29,650,84,8,76,518,101,15
2369:17,616,8,58,37386,302,14964,238,542,5598
2373:17,654,302,84,616,58,76,1102,138,101
2381:17,302,654,58,616,29,84,8,542,650
2382:17,8,245,327,119,131,1382,616,787,947
2384:17,1119,84,302,654,76,245,354,29,518
2385:17,302,616,58,84,29,861,8,542,518
2393:17,616,654,302,8,58,542,508,518,76
2394:616,302,654,58,542,84,15,564,76,32
2395:17,616,8,84,650,15,518,76,101,289
2399:17,302,654,76,616,8,58,226,1023,564
2405:17,654,302,58,542,8,15,518,650,32
2407:17,616,76,654,302,866,84,542,61,8
2408:302,654,76,616,58,8,866,84,29,650
2419:58,76,8,616,245,861,542,15,2030,2200
2429:17,302,654,76,616,58,8,866,84,29
2447:29,84,8,542,76,518,1102,354,15,289
2452:2282,12832
2453:71417,23740,29657
2454:17,1527,1352,3107,508,518,2880,76,564,616
2456:17,616,58,76,29,84,8,650,542,518
2461:542,518,61,29,289,1196,101,6,245,554
2464:654,616,58,8,518,542,76,564,354,32
2465:15,542,616,58,8,84,518,364,76,327
2469:616,302,58,542,518,245,61,8,564,84
2489:168,719,984,1326,801,5480,1400,8860,1528,760
2499:1097,302,13523,17,58,650,598,62,508,182
2500:654,8,616,58,76,84,542,518,787,508
2501:17,302,76,1405,6691,162,58,327,363,285
2505:17,654,616,58,15,542,29,650,518,6
2510:17,30152,224,30139,5567,1023,518,70,40898,162
2515:17,564,616,302,58,654,8,62,84,518
2518:40,5097,3568,890,10254,361,4743,546,1995,70
2520:17,616,302,654,58,542,15,84,650,32
2521:654,616,58,302,8,518,650,542,15,564
2524:8,302,17,654,616,58,650,84,76,542
2536:17,302,542,15,8,518,564,76,32,84
2541:654,302,58,518,8,15,84,76,32,564
2547:17,302,654,616,58,650,8,564,29,76
2553:9134,31397,8895,91343,8299,25366,5125,35177,19507,36848
2558:661,17,76,1528,5557,3601,3211,7180,2642,10267
2560:616,58,15,84,76,564,787,29,1102,508
2563:654,302,58,15,650,564,861,76,29,84
2573:616,58,8,76,518,29,84,861,32,508
2591:17,616,654,302,58,8,542,861,76,518
2596:5343,30301,302,147,31938,18851,21929,6511,19233,9906
2597:17,302,654,76,616,58,8,866,84,29
2601:17,36266,311,7334,607,110991,83175,10071,780,32661
2604:12332,367,8167,26342,616,582,226,70,17,354
2611:654,616,8,302,518,245,542,84,58,15
2612:17,654,302,58,542,15,518,861,29,76
2615:8,518,542,32,650,61,245,564,76,364
2625:17,8,774,2714,2403,9354,1827,76,81,21963
2626:302,616,518,84,76,564,6,289,70,245
2634:18477,42194,25082,77334,8213,17,58,654,518,616
2636:654,616,58,542,8,84,650,29,518,15
2639:26621,35688,17,302,654,76,616,58,8,866
2650:4308,2123,86115,13766,17731,75058,353,431,441,1205
2661:654,17,245,518,616,1405,302,1245,61,94
2663:17,84,302,654,8,616,518,58,899,70
2666:17,654,58,616,302,542,650,8,29,76
2676:12821,654,17,616,3244,302,356,289,15,58
2689:17,616,654,302,58,542,8,15,564,518
2693:17,302,654,76,58,8,84,29,650,542
2708:17,616,302,654,58,8,542,15,84,32
2709:17,245,518,616,15,654,8,131,1405,542
2713:17,8,616,654,58,302,564,542,76,508
2715:984,1400,661,9874,135,8733,2153,5557,801,760
2716:17,302,616,58,8,84,650,81,70,564
2727:58,616,29,15,518,84,650,542,61,70
2730:17,616,654,8,518,542,58,15,61,76
2731:616,29,650,84,8,76,542,518,6,101
2734:17,302,654,76,616,58,8,866,84,29
2735:3107,1527,1712,12990,3172,4825,8848,17,378,508
2737:17,302,654,76,616,58,8,866,84,29
2745:17,245,654,15,32,616,61,302,1987,58
2746:27209,16151,4158,24118,5595,22338,13137,38773,32863,35685
2748:76,8,564,518,226,508,15,238,245,327
2756:616,302,654,58,650,861,8,29,564,76
2760:542,76,29,8,84,650,15,364,564,518
2799:508,17,76,564,736,873,902,289,8,245
2802:79262,654,302,616,58,84,8,861,76,238
2804:17,654,302,616,650,58,508,76,564,84
2805:17,616,81,518,542,15,873,1410,931,656
2812:302,654,8,650,29,542,76,15,289,101
2815:12136,30976,984,168,719,1400,463,9874,5480,661
2827:8964,17390,7059,2428,13510,17,62155,19691,58,616
2831:654,58,84,8,29,542,76,518,564,15
2846:616,302,654,518,542,15,61,84,245,32
2848:17,616,654,8,15,518,76,84,650,29
2853:18850
2854:302,35144,654,84,1119,616,245,518,58,8
2857:353,4797,654,17,245,1951,302,650,94,2030
2858:17,29,84,542,15,650,101,6,1102,564
2861:533,7926,4040,5975,17316,911,11590,25184,862,1011
2871:378,17,245,4755,76,508,189,1002,70,3107
2907:302,654,616,58,84,8,76,650,70,354
2912:226,76,17,508,3789,238,70,302,1023,698
2914:17,302,654,58,8,518,542,32,76,650
2924:168,1400,984,574,1326,5480,16956,1147,8860,3698
2925:17,54442,76,61,81,564,245,542,302,616
2947:2741,18970,66993,24301,66050,46125,8643
2951:17,616,224,6,62,483,30839
2959:616,302,17,238,486,654,15,2030,58,32
2960:17,654,302,616,8,518,58,542,84,32
2963:17,616,58,302,654,542,8,564,518,61
2965:58,650,70,564,226,508,736,698,554,2139
2967:616,245,8,302,654,564,58,518,542,76
2970:17,616,302,654,58,8,542,518,76,650
2977:17,302,654,616,58,8,84,542,518,29
2981:8,542,29,650,518,84,76,564,861,285
2989:17,616,302,654,58,76,650,542,8,84
2990:22420,29000,13581,5975,8,76,311,4671,533,16717
3004:168,984,8860,1400,1326,574,463,5480,8733,135
3013:17,4755,76,508,3107,1352,8,302,564,70
3038:247,50306,37869,69606,16016,6503,10492,7021,17567,17
3044:8,302,616,654,289,58,518,15,554,1102
3070:4146,10692,8783,2528,2354,26437,24647,12093,8129,11653
3081:17,616,302,654,58,28651,54538,8,76,73489
3100:302,616,542,8,76,29,84,650,518,15
3102:984,168,1400,5480,574,8733,719,463,5557,8860
3105:17,654,58,302,564,650,508,402,8,873
3107:17,70,654,76,302,616,58,1023,542,84
3110:17,16763,81,616,4021,654,35716,302,40850,58
3111:302,58,616,654,542,101,650,289,518,564
3113:17,302,654,58,15,616,542,650,8,76
3121:8,542,101,564,15,70,6,861,32,787
3125:17,302,654,616,58,8,29,84,76,542
3129:616,302,542,8,518,61,84,76,29,564
3139:17,302,654,76,616,58,8,84,29,650
3144:22215,15931,68700,38046,16746,5480,17,39551,87667,719
3152:17,616,302,8,654,58,518,542,564,76
3167:17,76,654,302,564,616,542,508,8,58
3169:616,518,654,542,302,8,58,24836,55604,15
3170:17,654,302,616,58,8,564,518,650,76
3172:17,302,7769,29,736,616,654,58,542,4423
3176:616,58,650,542,15,76,8,84,564,518
3183:10692,17,8783,4146,1651,6901,76,27427,28389,12093
3184:899,48,17,302,654,76,616,58,8,866
3193:58,8,518,76,61,6,1196,289,138,554
3195:17,245,1126,363,15,1405,1471,81,518,1382
3220:616,84,8,76,650,542,518,1102,138,6
3229:17,81,302,616,654,58,650,15,542,32
3234:302,1102,518,616,654,58,354,29,138,70
3237:54099,110318,41101,9915,102041,28760,22678,77678,113362,58923
3238:17,302,654,76,616,58,8,866,84,29
3239:17,616,58,8,518,84,29,542,76,1102
3246:11590,1337,911,8772,533,18802,4671,5319,603,76
3258:17,654,58,8,542,15,84,564,29,61
3263:17,616,302,654,8,58,542,15,564,76
3277:168,76,719,984,1528,5480,10267,661,574,463
3279:17,616,654,302,58,542,8,364,650,564
3295:17,1730,76,226,81,8,564,2139,616,70
3305:17,302,654,76,616,58,8,866,84,29
3306:6901,1651,4146,28389,48431,8129,11653,4110,2354,2528
3308:17,302,654,616,542,15,65,8,58,518
3309:302,616,542,84,29,650,518,861,564,76
3320:3196,2548,10541,8069,7160,5111,6754,13995,14793,4755
3328:616,58,8,76,29,84,542,518,650,61
3329:17,226,81,70,508,238,986,542,2967,564
3335:654,616,58,542,8,518,61,15,84,76
3346:17,245,518,616,542,8,15,787,61,103
3352:17,58,302,8,616,76,654,289,542,15
3353:16624,17,616,5142,654,1099,11588,58,302,289
3360:654,8,518,302,616,84,58,15,61,245
3374:654,616,58,1196,182,542,6,859,45,17
3376:17,654,616,302,58,542,15,354,76,84
3383:17,29,654,84,1762,1690,5604,361,70,2275
3386:12253,776,4203,14336,6673,10682,17,8197,48901,10641
3411:17,654,564,9536,302,64499,656,13009,20119,58
3412:129
3413:17,616,8,654,518,15,302,84,61,58
3416:17,654,76,616,58,8,866,84,650,81
3419:17,654,616,650,15,8,29,518,84,32
3421:17,8,84,542,861,518,564,76,650,32
3423:17,302,654,76,616,58,8,866,84,29
3426:17,654,616,302,58,542,15,8,861,518
3428:17,654,302,8,58,542,364,84,15,61
3429:302,654,542,76,650,518,15,564,84,8
3431:3225
3432:58,17,650,15,162,3234,66,226,698,2512
3450:17,2265,1913,698,76,616,58,31633,654,302
3453:168,719,661,1326,5480,2103,8733,7994,1400,760
3475:17,616,58,302,654,518,245,6,76,15
3478:8,15,518,84,650,61,101,289,508,6
3479:22719,72699,44407,78698,17,9437,616,8,302,654
3480:17,302,654,616,29,650,542,15,84,8
3490:17,542,84,61,32,6,1196,289,1102,554
3500:616,654,58,8,542,15,518,650,61,84
3514:302,616,8,29,84,15,650,518,542,564
3546:17,302,654,76,58,8,866,84,29,650
3547:302,616,654,8,84,542,29,15,518,76
3551:17,302,76,616,8,866,81,70,564,354
3557:168,719,984,1400,8860,5480,8733,661,135,574
3572:31775,29630
3579:17,616,58,29,8,518,15,6,354,542
3580:17,76,302,616,780,654,564,58,70,226
3593:17,616,654,58,84,518,76,542,29,224
3599:17,81,564,654,76,542,616,302,70,508
3609:17,302,654,616,58,8,518,542,84,29
3610:17,302,654,8,616,58,76,518,542,508
3613:17,76,698,81,302,654,363,236,656,1344
3628:17,302,654,76,616,58,8,866,84,29
3656:17,616,654,58,542,8,508,76,518,32
3657:17,616,58,84,8,564,542,518,76,101
3663:58,542,564,650,32,76,364,245,363,508
3674:302,58,8,542,518,15,84,650,101,861
3684:568
3685:17,70,81,2139,76,1405,616,302,564,58
3692:17,654,302,616,84,8,1102,518,29,289
3694:17,58,8,84,616,518,302,654,508,542
3701:302,654,616,58,8,518,29,76,564,650
3702:17,554,616,564,13918,518,61,302,15,999
3717:17,654,58,564,76,542,84,508,15,61
3721:654,616,58,84,518,564,542,650,76,1102
3728:19829,23970,79096,16995,74038,12216,56414,53016,22555,29384
3735:8,76,15,29,101,861,289,6,32,1196
3736:302,616,654,58,8,564,84,542,518,245
3737:302,654,616,58,8,650,84,29,564,518
3751:17,616,654,58,8,650,76,84,29,542
3752:17,302,58,616,29,84,8,354,76,542
3800:302,654,542,58,61,1102,32,656,7535,1405
3811:8772,1337,11590,4040,3034,35817,4671,7622,76,911
3820:17,58,616,650,8,15,542,76,518,861
3840:654,58,616,8,1102,354,650,76,138,518
3846:17,654,302,58,1595,8,564,61,518,289
3849:58,616,8,518,650,76,138,70,542,15
3850:654,58,616,29,518,542,76,15,564,354
3857:302,654,58,616,29,8,542,518,15,1102
3859:17,616,302,58,15,518,8,564,29,61
3862:17,302,654,616,58,542,8,84,518,15
3888:17,81,3137,8,76,1002,302,245,780,508
3911:616,17,302,654,518,58,15,29,363,542
3921:81,17,780,1749,70,986,508,616,500,654
3929:654,616,302,58,542,736,8,650,1196,29
3930:17,654,616,518,245,15,542,8,58,61
3934:6823
3947:302,654,616,84,518,58,70,15,542,650
3950:302,654,8,542,564,84,15,518,61,861
3962:17,616,654,302,58,8,518,15,564,61
3974:7008,42150,38716,81362,103304,8258,2303,5975,24825,92135
3975:17,654,302,58,542,8,650,518,84,29
3988:81,226,17,70,780,654,616,986,302,500
4006:17,616,302,245,654,542,8,15,518,58
4007:1344,2139,1966,4320,17,302,654,76,616,58
4008:17,302,654,84,542,58,32,76,65,361
4009:17,616,542,518,302,654,8,58,15,76
4028:81,17,780,226,3423,564,616,262,70,650
4031:17,12150,27642,7311,656,698,1119,891,8579,249
4035:17,616,518,8,302,654,58,2816,84,564
4053:17,302,616,654,8,58,518,542,32,84
4064:302,654,542,8,518,84,76,650,861,15
4067:17,654,58,542,8,650,15,518,84,76
4068:17,891,1119,249,3531,3141,8131,616,813,4187
4069:542,518,650,15,354,245,32,322,101,1102
